1@エアタオル@@/(n) air towel/
2@按摩師@あんまし@/(oK) (n) masseuse/masseur/
3@破家@ばか@/(n) (1) fool/idiot/trivial matter/folly/absurdity/(adj-na) (2) foolish/stupid/dull/absurd/ridiculous/
